team,season,country,league,rating,gmh,gph,gma,gpa,attack_home_vs_lg,attack_away_vs_lg,defense_home_vs_lg,defense_away_vs_lg
Maritimo,2021-2022,Portugal,Primeira L,,19.0,17.0,20.0,27.0,13.273972602739725,16.585365853658537,14.097560975609756,18.863013698630137
Maritimo,2022-2023,Portugal,Primeira L,,21.0,23.0,11.0,40.0,14.840646651270207,10.200000000000001,21.327272727272728,28.267898383371822
Martigues,2024-2025,France,Ligue 2,,13.0,27.0,16.0,29.0,8.629067245119305,14.926829268292684,25.189024390243905,19.24945770065076
Medias,2016-2017,Romania,Liga 1,,0.0,3.0,0.0,3.0,0.0,0.0,3.5,2.423076923076923
Medias,2017-2018,Romania,Liga 1,,8.0,15.0,9.0,20.0,6.451612903225807,8.160621761658032,13.601036269430052,16.129032258064516
Medias,2018-2019,Romania,Liga 1,,17.0,19.0,11.0,15.0,13.060975609756097,9.806603773584905,16.93867924528302,11.524390243902438
Medias,2019-2020,Romania,Liga 1,,16.0,7.0,13.0,20.0,10.514285714285714,11.824858757062147,6.36723163841808,13.142857142857142
Medias,2020-2021,Romania,Liga 1,,18.0,21.0,18.0,24.0,15.194805194805195,16.654804270462634,19.430604982206408,20.25974025974026
Medias,2021-2022,Romania,Liga 1,,8.0,19.0,10.0,23.0,6.415841584158416,10.296610169491526,19.563559322033896,18.445544554455445
Metaloglobus Bucharest,2024-2025,Romania,Liga 1,,1.0,7.0,2.0,2.0,0.7453416149068324,1.959183673469388,6.857142857142858,1.4906832298136647
Metaloglobus Bucharest,2025-2026,Romania,Liga 1,,8.0,10.0,5.0,23.0,6.110552763819096,5.135135135135135,10.27027027027027,17.5678391959799
Metz,2017-2018,France,Ligue 1,,16.0,37.0,19.0,39.0,10.464716006884682,15.97345132743363,31.10619469026549,25.507745266781413
Metz,2018-2019,France,Ligue 2,,34.0,11.0,25.0,12.0,28.345733041575492,24.423076923076923,10.746153846153847,10.00437636761488
Metz,2019-2020,France,Ligue 1,,18.0,17.0,9.0,18.0,12.129496402877697,8.811846689895471,16.64459930313589,12.129496402877697
Metz,2020-2021,France,Ligue 1,,19.0,26.0,25.0,22.0,13.596986817325801,18.33976833976834,19.07335907335907,15.743879472693031
Metz,2021-2022,France,Ligue 1,,24.0,31.0,14.0,38.0,15.174708818635608,11.416309012875535,25.278969957081543,24.026622296173045
Metz,2022-2023,France,Ligue 2,,25.0,15.0,33.0,18.0,18.851626016260163,30.081081081081084,13.673218673218674,13.573170731707316
Metz,2023-2024,France,Ligue 1,,17.0,27.0,18.0,31.0,11.742663656884876,14.381201044386422,21.571801566579634,21.41309255079007
Metz,2024-2025,France,Ligue 2,,37.0,15.0,27.0,19.0,24.559652928416487,25.189024390243905,13.99390243902439,12.6117136659436
Metz,2025-2026,France,Ligue 1,,7.0,10.0,11.0,28.0,4.4296875,10.01123595505618,9.101123595505618,17.71875
Middlesbrough,2017-2018,England,Championship,,33.0,17.0,34.0,28.0,23.383825417201543,29.79047619047619,14.895238095238096,19.8408215661104
Middlesbrough,2018-2019,England,Championship,,23.0,17.0,26.0,24.0,15.186602870813397,22.53061224489796,14.73155416012559,15.84688995215311
Middlesbrough,2019-2020,England,Championship,,20.0,29.0,28.0,32.0,14.17201540436457,22.796460176991154,23.61061946902655,22.675224646983313
Middlesbrough,2020-2021,England,Championship,,30.0,25.0,25.0,28.0,23.965267727930538,23.670668953687823,23.670668953687823,22.36758321273517
Middlesbrough,2021-2022,England,Championship,,35.0,22.0,25.0,29.0,24.911504424778762,23.111658456486044,20.33825944170772,20.640960809102403
Middlesbrough,2022-2023,England,Championship,,45.0,18.0,38.0,37.0,33.76560332871013,33.92409240924093,16.06930693069307,27.7628294036061
Middlesbrough,2023-2024,England,Championship,,30.0,26.0,41.0,36.0,20.244498777506113,34.18731117824773,21.6797583081571,24.293398533007338
Middlesbrough,2024-2025,England,Championship,,31.0,23.0,33.0,33.0,21.606060606060606,32.470588235294116,22.63101604278075,23.0
Middlesbrough,2025-2026,England,Championship,,20.0,11.0,17.0,15.0,15.48235294117647,15.98,10.34,11.611764705882353
Milan,2017-2018,Italy,Serie A,,25.0,16.0,31.0,26.0,17.179023508137433,25.387931034482758,13.10344827586207,17.86618444846293
Milan,2018-2019,Italy,Serie A,,31.0,17.0,24.0,19.0,20.886524822695037,20.043956043956044,14.197802197802197,12.801418439716313
Milan,2019-2020,Italy,Serie A,,28.0,20.0,32.0,26.0,17.266666666666666,22.68199233716475,14.17624521072797,16.03333333333333
Milan,2020-2021,Italy,Serie A,,34.0,24.0,43.0,17.0,20.816326530612244,30.053763440860216,16.774193548387096,10.408163265306122
Milan,2021-2022,Italy,Serie A,,28.0,12.0,41.0,19.0,18.63397548161121,30.077220077220076,8.803088803088803,12.644483362521893
Milan,2022-2023,Italy,Serie A,,41.0,20.0,23.0,23.0,29.013035381750463,20.0,17.39130434782609,16.275605214152698
Milan,2023-2024,Italy,Serie A,,38.0,17.0,38.0,32.0,26.4954128440367,32.304250559284114,14.451901565995525,22.31192660550459
Milan,2024-2025,Italy,Serie A,,30.0,16.0,31.0,27.0,22.396856581532415,25.387931034482758,13.10344827586207,20.157170923379173
Milan,2025-2026,Italy,Serie A,,16.0,9.0,13.0,5.0,14.672489082969433,13.25242718446602,9.174757281553399,4.585152838427948
Millwall,2017-2018,England,Championship,,33.0,21.0,23.0,24.0,23.383825417201543,20.152380952380952,18.400000000000002,17.006418485237486
Millwall,2018-2019,England,Championship,,26.0,27.0,22.0,37.0,17.167464114832534,19.064364207221352,23.397174254317115,24.430622009569376
Millwall,2019-2020,England,Championship,,33.0,25.0,24.0,26.0,23.383825417201543,19.53982300884956,20.353982300884958,18.42362002567394
Millwall,2020-2021,England,Championship,,24.0,24.0,23.0,28.0,19.17221418234443,21.777015437392798,22.72384219554031,22.36758321273517
Millwall,2021-2022,England,Championship,,34.0,16.0,21.0,29.0,24.19974715549937,19.413793103448278,14.791461412151069,20.640960809102403
Millwall,2022-2023,England,Championship,,32.0,22.0,23.0,28.0,24.01109570041609,20.533003300330034,19.64026402640264,21.009708737864077
Millwall,2023-2024,England,Championship,,22.0,29.0,23.0,26.0,14.84596577017115,19.178247734138974,24.181268882175228,17.545232273838632
Millwall,2024-2025,England,Championship,,27.0,19.0,20.0,30.0,18.81818181818182,19.67914438502674,18.6951871657754,20.90909090909091
Millwall,2025-2026,England,Championship,,17.0,17.0,12.0,16.0,13.16,11.28,15.98,12.385882352941175
Mioveni,2020-2021,Romania,Liga 1,,0.0,2.0,0.0,1.0,0.0,0.0,1.8505338078291815,0.8441558441558441
Mioveni,2021-2022,Romania,Liga 1,,10.0,14.0,11.0,28.0,8.01980198019802,11.326271186440678,14.415254237288135,22.455445544554454
Mioveni,2022-2023,Romania,Liga 1,,8.0,14.0,13.0,22.0,6.179487179487179,12.383399209486166,13.33596837944664,16.993589743589745
Modena,2022-2023,Italy,Serie B,,26.0,18.0,21.0,35.0,20.08130081300813,20.0,17.142857142857142,27.03252032520325
Modena,2023-2024,Italy,Serie B,,19.0,21.0,22.0,26.0,14.18467583497053,18.619153674832962,17.7728285077951,19.410609037328094
Modena,2024-2025,Italy,Serie B,,27.0,24.0,21.0,26.0,19.961089494163424,18.865248226950353,21.56028368794326,19.22178988326848
Modena,2025-2026,Italy,Serie B,,15.0,7.0,10.0,6.0,11.627906976744185,10.582010582010582,7.407407407407407,4.651162790697675
Montpellier,2017-2018,France,Ligue 1,,20.0,19.0,16.0,14.0,13.080895008605852,13.45132743362832,15.97345132743363,9.156626506024097
Montpellier,2018-2019,France,Ligue 1,,31.0,20.0,22.0,22.0,21.073345259391772,20.242130750605327,18.401937046004843,14.955277280858676
Montpellier,2019-2020,France,Ligue 1,,26.0,10.0,9.0,24.0,17.520383693045563,8.811846689895471,9.790940766550523,16.172661870503596
Montpellier,2020-2021,France,Ligue 1,,34.0,35.0,26.0,27.0,24.33145009416196,19.07335907335907,25.675675675675674,19.322033898305083
Montpellier,2021-2022,France,Ligue 1,,27.0,26.0,22.0,35.0,17.07154742096506,17.93991416309013,21.201716738197423,22.129783693843596
Montpellier,2022-2023,France,Ligue 1,,29.0,29.0,36.0,33.0,19.469964664310954,27.305389221556887,21.996007984031937,22.15547703180212
Montpellier,2023-2024,France,Ligue 1,,20.0,23.0,23.0,25.0,13.81489841986456,18.37597911227154,18.37597911227154,17.2686230248307
Montpellier,2024-2025,France,Ligue 1,,17.0,41.0,6.0,38.0,10.573170731707316,4.3818615751789975,29.94272076372315,23.634146341463413
Montpellier,2025-2026,France,Ligue 2,,13.0,12.0,6.0,7.0,10.291666666666668,5.288659793814433,10.577319587628866,5.541666666666667
Monza,2020-2021,Italy,Serie B,,27.0,16.0,24.0,17.0,20.727272727272727,21.818181818181817,14.545454545454545,13.050505050505052
Monza,2021-2022,Italy,Serie B,,37.0,14.0,23.0,24.0,26.832061068702288,20.909090909090907,12.727272727272727,17.404580152671755
Monza,2022-2023,Italy,Serie A,,25.0,22.0,23.0,30.0,17.690875232774673,20.0,19.1304347826087,21.22905027932961
Monza,2023-2024,Italy,Serie A,,23.0,26.0,16.0,25.0,16.036697247706424,13.601789709172259,22.10290827740492,17.431192660550458
Monza,2024-2025,Italy,Serie A,,13.0,31.0,15.0,38.0,9.705304518664047,12.284482758620689,25.387931034482758,28.36935166994106
Monza,2025-2026,Italy,Serie B,,14.0,5.0,11.0,9.0,10.852713178294573,11.640211640211641,5.291005291005291,6.976744186046512
Moreirense,2017-2018,Portugal,Primeira L,,15.0,20.0,14.0,30.0,9.5625,12.38150289017341,17.6878612716763,19.125
Moreirense,2018-2019,Portugal,Primeira L,,18.0,19.0,21.0,25.0,11.845161290322581,17.849999999999998,16.15,16.451612903225808
Moreirense,2019-2020,Portugal,Primeira L,,23.0,20.0,19.0,24.0,17.082524271844658,16.564102564102566,17.435897435897438,17.8252427184466
Moreirense,2020-2021,Portugal,Primeira L,,24.0,23.0,13.0,20.0,18.927835051546392,11.333333333333334,20.05128205128205,15.77319587628866
Moreirense,2021-2022,Portugal,Primeira L,,22.0,23.0,11.0,28.0,15.36986301369863,9.121951219512196,19.073170731707318,19.561643835616437
Moreirense,2023-2024,Portugal,Primeira L,,20.0,18.0,16.0,17.0,12.61855670103093,12.489795918367347,14.051020408163266,10.72577319587629
Moreirense,2024-2025,Portugal,Primeira L,,22.0,21.0,20.0,29.0,15.765807962529275,17.142857142857142,18.0,20.782201405152225
Moreirense,2025-2026,Portugal,Primeira L,,12.0,11.0,11.0,13.0,9.169811320754716,9.47872340425532,9.47872340425532,9.933962264150944
Nacional,2018-2019,Portugal,Primeira L,,12.0,22.0,21.0,50.0,7.896774193548388,17.849999999999998,18.7,32.903225806451616
Nacional,2020-2021,Portugal,Primeira L,,19.0,30.0,11.0,29.0,14.984536082474227,9.589743589743591,26.153846153846157,22.87113402061856
Nacional,2024-2025,Portugal,Primeira L,,23.0,27.0,9.0,23.0,16.482435597189696,7.7142857142857135,23.142857142857142,16.482435597189696
Nacional,2025-2026,Portugal,Primeira L,,9.0,14.0,9.0,9.0,6.877358490566038,7.75531914893617,12.063829787234042,6.877358490566038
Nancy,2016-2017,,,,,,1.0,3.0,,,,
Nancy,2017-2018,France,Ligue 2,,28.0,27.0,10.0,26.0,18.37651122625216,8.4070796460177,22.69911504424779,17.063903281519863
Nancy,2018-2019,France,Ligue 2,,16.0,20.0,20.0,28.0,13.339168490153174,19.53846153846154,19.53846153846154,23.343544857768055
Nancy,2019-2020,France,Ligue 2,,16.0,9.0,11.0,17.0,14.394822006472491,10.618055555555555,8.6875,15.294498381877023
Nancy,2020-2021,France,Ligue 2,,28.0,32.0,26.0,27.0,20.94736842105263,24.40566037735849,30.037735849056606,20.19924812030075
Nancy,2021-2022,France,Ligue 2,,16.0,26.0,15.0,34.0,12.710920770877944,15.122282608695652,26.211956521739133,27.01070663811563
Nancy,2025-2026,France,Ligue 2,,6.0,7.0,11.0,16.0,4.75,9.695876288659793,6.1701030927835046,12.666666666666668
Nantes,2017-2018,France,Ligue 1,,15.0,17.0,21.0,24.0,9.81067125645439,17.654867256637168,14.29203539823009,15.697074010327023
Nantes,2018-2019,France,Ligue 1,,35.0,24.0,13.0,24.0,23.792486583184257,11.961259079903149,22.08232445520581,16.31484794275492
Nantes,2019-2020,France,Ligue 1,,11.0,11.0,17.0,20.0,7.4124700239808154,16.64459930313589,10.770034843205575,13.477218225419664
Nantes,2020-2021,France,Ligue 1,,21.0,29.0,26.0,26.0,15.028248587570621,19.07335907335907,21.274131274131275,18.606403013182675
Nantes,2021-2022,France,Ligue 1,,33.0,20.0,22.0,28.0,20.865224625623963,17.93991416309013,16.30901287553648,17.703826955074877
Nantes,2022-2023,France,Ligue 1,,20.0,26.0,17.0,29.0,13.42756183745583,12.894211576846308,19.72055888223553,19.469964664310954
Nantes,2023-2024,France,Ligue 1,,17.0,30.0,13.0,25.0,11.742663656884876,10.386422976501306,23.968668407310705,17.2686230248307
Nantes,2024-2025,France,Ligue 1,,19.0,18.0,20.0,34.0,11.817073170731707,14.606205250596659,13.145584725536994,21.146341463414632
Nantes,2025-2026,France,Ligue 1,,8.0,15.0,8.0,13.0,5.0625,7.280898876404494,13.651685393258427,8.2265625
Napoli,2017-2018,Italy,Serie A,,43.0,18.0,34.0,11.0,29.547920433996385,27.844827586206897,14.741379310344827,7.558770343580471
Napoli,2018-2019,Italy,Serie A,,41.0,16.0,33.0,20.0,27.624113475177307,27.56043956043956,13.362637362637361,13.47517730496454
Napoli,2019-2020,Italy,Serie A,,28.0,23.0,30.0,26.0,17.266666666666666,21.264367816091955,16.302681992337163,16.03333333333333
Napoli,2020-2021,Italy,Serie A,,53.0,21.0,36.0,21.0,32.44897959183673,25.161290322580644,14.67741935483871,12.857142857142858
Napoli,2021-2022,Italy,Serie A,,37.0,16.0,37.0,15.0,24.623467600700526,27.142857142857142,11.737451737451737,9.982486865148863
Napoli,2022-2023,Italy,Serie A,,40.0,15.0,37.0,13.0,28.30540037243948,32.173913043478265,13.043478260869566,9.19925512104283
Napoli,2023-2024,Italy,Serie A,,24.0,27.0,31.0,21.0,16.733944954128443,26.353467561521253,22.953020134228186,14.642201834862385
Napoli,2024-2025,Italy,Serie A,,32.0,13.0,27.0,14.0,23.889980353634577,22.112068965517242,10.64655172413793,10.451866404715128
Napoli,2025-2026,Italy,Serie A,,16.0,8.0,12.0,7.0,14.672489082969433,12.233009708737864,8.155339805825243,6.419213973799128
Newcastle,2017-2018,England,Premier L,,21.0,17.0,18.0,30.0,13.711340206185566,15.688073394495413,14.81651376146789,19.58762886597938
Newcastle,2018-2019,England,Premier L,,24.0,25.0,18.0,23.0,15.302013422818792,14.369747899159664,19.95798319327731,14.664429530201343
Newcastle,2019-2020,England,Premier L,,20.0,21.0,18.0,37.0,13.194444444444445,14.934497816593886,17.4235807860262,24.40972222222222
Newcastle,2020-2021,England,Premier L,,26.0,33.0,20.0,29.0,19.22178988326848,14.901960784313726,24.58823529411765,21.43968871595331
Newcastle,2021-2022,England,Premier L,,26.0,27.0,18.0,35.0,17.182608695652174,13.79032258064516,20.68548387096774,23.130434782608695
Newcastle,2022-2023,England,Premier L,,36.0,14.0,32.0,19.0,22.028985507246375,26.263498920086395,11.490280777537798,11.626409017713366
Newcastle,2023-2024,England,Premier L,,49.0,22.0,36.0,40.0,27.22222222222222,24.34163701067616,14.875444839857652,22.22222222222222
Newcastle,2024-2025,England,Premier L,,40.0,20.0,28.0,27.0,26.434782608695652,19.703703703703702,14.074074074074074,17.843478260869567
Newcastle,2025-2026,England,Premier L,,22.0,15.0,10.0,11.0,15.077881619937695,8.906882591093117,13.360323886639675,7.538940809968848
Nice,2017-2018,France,Ligue 1,,29.0,23.0,24.0,29.0,18.967297762478484,20.17699115044248,19.33628318584071,18.967297762478484
Nice,2018-2019,France,Ligue 1,,19.0,14.0,11.0,21.0,12.915921288014312,10.121065375302663,12.881355932203391,14.275491949910554
Nice,2019-2020,France,Ligue 1,,28.0,20.0,13.0,18.0,18.86810551558753,12.72822299651568,19.581881533101047,12.129496402877697
Nice,2020-2021,France,Ligue 1,,25.0,30.0,25.0,23.0,17.890772128060263,18.33976833976834,22.00772200772201,16.459510357815443
Nice,2021-2022,France,Ligue 1,,27.0,21.0,25.0,15.0,17.07154742096506,20.386266094420602,17.124463519313306,9.484193011647255
Nice,2022-2023,France,Ligue 1,,24.0,18.0,24.0,19.0,16.113074204946997,18.20359281437126,13.652694610778443,12.756183745583039
Nice,2023-2024,France,Ligue 1,,21.0,11.0,19.0,18.0,14.505643340857787,15.180156657963446,8.788511749347258,12.433408577878104
Nice,2024-2025,France,Ligue 1,,38.0,15.0,28.0,26.0,23.634146341463413,20.44868735083532,10.954653937947494,16.170731707317074
Nice,2025-2026,France,Ligue 1,,12.0,12.0,8.0,18.0,7.59375,7.280898876404494,10.921348314606742,11.390625
Nijmegen,2021-2022,Netherlands,Eredivisie,,13.0,22.0,25.0,30.0,8.2875,19.367088607594937,17.043037974683543,19.125
Nijmegen,2022-2023,Netherlands,Eredivisie,,28.0,28.0,14.0,17.0,16.196597353497165,10.551724137931036,21.10344827586207,9.833648393194707
Nijmegen,2023-2024,Netherlands,Eredivisie,,35.0,25.0,33.0,26.0,19.79667282809612,22.390243902439025,16.96230598669623,14.706099815157117
Nijmegen,2024-2025,Netherlands,Eredivisie,,36.0,24.0,15.0,22.0,21.22543352601156,11.620253164556962,18.59240506329114,12.971098265895954
Nijmegen,2025-2026,Netherlands,Eredivisie,,23.0,12.0,20.0,17.0,14.014336917562725,15.11111111111111,9.066666666666666,10.3584229390681
Nimes,2016-2017,France,Ligue 2,,0.0,1.0,,,0.0,,1.0,
Nimes,2017-2018,France,Ligue 2,,38.0,15.0,37.0,21.0,24.939550949913645,31.10619469026549,12.610619469026549,13.78238341968912
Nimes,2018-2019,France,Ligue 1,,30.0,20.0,27.0,38.0,20.39355992844365,24.84261501210654,18.401937046004843,25.831842576028624
Nimes,2019-2020,France,Ligue 1,,17.0,15.0,12.0,29.0,11.455635491606715,11.749128919860627,14.686411149825785,19.54196642685851
Nimes,2020-2021,France,Ligue 1,,24.0,40.0,19.0,33.0,17.17514124293785,13.938223938223938,29.343629343629342,23.615819209039547
Nimes,2021-2022,France,Ligue 2,,20.0,28.0,21.0,22.0,15.88865096359743,21.171195652173914,28.22826086956522,17.47751605995717
Nimes,2022-2023,France,Ligue 2,,27.0,22.0,17.0,39.0,20.359756097560975,15.496314496314497,20.054054054054056,29.40853658536585
Norwich,2017-2018,England,Championship,,25.0,25.0,24.0,35.0,17.71501925545571,21.02857142857143,21.904761904761905,24.801026957637998
Norwich,2018-2019,England,Championship,,51.0,34.0,42.0,23.0,33.67464114832536,36.3956043956044,29.46310832025118,15.186602870813397
Norwich,2019-2020,England,Premier L,,19.0,37.0,7.0,38.0,12.534722222222221,5.807860262008734,30.69868995633188,25.069444444444443
Norwich,2020-2021,England,Championship,,39.0,15.0,36.0,21.0,31.1548480463097,34.085763293310464,14.202401372212694,16.775687409551377
Norwich,2021-2022,England,Premier L,,12.0,43.0,11.0,42.0,7.930434782608696,8.42741935483871,32.943548387096776,27.756521739130434
Norwich,2022-2023,England,Championship,,27.0,27.0,30.0,26.0,20.259361997226076,26.782178217821784,24.103960396039604,19.50901525658807
Norwich,2023-2024,England,Championship,,43.0,22.0,36.0,42.0,29.01711491442543,30.018126888217523,18.34441087613293,28.34229828850856
Norwich,2024-2025,England,Championship,,52.0,34.0,19.0,34.0,36.24242424242424,18.6951871657754,33.45454545454545,23.6969696969697
Norwich,2025-2026,England,Championship,,11.0,19.0,16.0,20.0,8.51529411764706,15.040000000000001,17.86,15.48235294117647
Nottingham,2017-2018,England,Championship,,25.0,27.0,26.0,38.0,17.71501925545571,22.78095238095238,23.65714285714286,26.926829268292686
Nottingham,2018-2019,England,Championship,,34.0,21.0,27.0,33.0,22.449760765550238,23.397174254317115,18.1978021978022,21.789473684210524
Nottingham,2019-2020,England,Championship,,27.0,27.0,31.0,23.0,19.13222079589217,25.238938053097346,21.982300884955755,16.297817715019256
Nottingham,2020-2021,England,Championship,,21.0,24.0,16.0,21.0,16.775687409551377,15.149228130360207,22.72384219554031,16.775687409551377
Nottingham,2021-2022,England,Championship,,43.0,22.0,30.0,18.0,30.60556257901391,27.733990147783253,20.33825944170772,12.811630847029077
Nottingham,2022-2023,England,Premier L,,27.0,24.0,11.0,44.0,16.52173913043478,9.028077753779698,19.697624190064797,26.924315619967793
Nottingham,2023-2024,England,Premier L,,27.0,30.0,22.0,37.0,15.0,14.875444839857652,20.284697508896798,20.555555555555554
Nottingham,2024-2025,England,Premier L,,26.0,16.0,32.0,30.0,17.182608695652174,22.51851851851852,11.25925925925926,19.82608695652174
